YearlyIncome,MaritalStatus,Gender,TotalChildren,ChildrenAtHome,Education,Occupation,HouseOwner,CarsOwned,Age
90000,M,F,4,3,High School,Professional,1,1,40
90000,M,M,4,3,High School,Professional,1,2,34
110000,S,M,1,3,Bachelors,Management,0,3,45
110000,S,M,1,3,Bachelors,Management,1,3,40
160000,M,F,1,2,Bachelors,Management,0,4,45
80000,S,M,2,0,Partial High School,Skilled Manual,1,2,52
60000,S,F,2,0,High School,Professional,0,2,46
60000,M,F,2,0,High School,Professional,0,2,46
70000,M,F,4,3,High School,Professional,1,0,40
90000,M,M,2,1,High School,Professional,1,1,52
130000,S,M,2,3,Graduate Degree,Management,0,3,72
130000,S,M,2,3,Graduate Degree,Management,0,3,71
40000,M,F,3,0,Partial College,Professional,0,2,71
40000,S,F,3,0,Partial College,Professional,1,2,71
50000,M,M,2,0,Graduate Degree,Management,1,2,71
90000,S,F,4,3,High School,Professional,0,2,47
90000,M,M,4,3,High School,Professional,1,3,47
100000,M,M,0,3,Partial College,Professional,0,0,41
110000,M,F,3,3,Partial College,Professional,0,4,35
120000,S,M,5,4,High School,Professional,1,3,47
130000,M,F,4,3,Bachelors,Management,1,3,47
170000,S,M,1,1,Graduate Degree,Management,0,2,41
70000,M,M,3,0,Partial High School,Skilled Manual,1,2,47
70000,M,M,3,1,High School,Professional,1,0,52
70000,M,F,3,1,High School,Professional,1,1,52
70000,M,M,3,0,Graduate Degree,Management,1,2,53
70000,S,F,3,0,Graduate Degree,Management,1,2,54
70000,S,M,3,0,Graduate Degree,Management,1,2,48
70000,S,F,3,0,Graduate Degree,Management,0,2,53
70000,S,F,3,0,Graduate Degree,Management,0,2,53
40000,M,M,3,0,Partial College,Professional,1,2,54
40000,M,F,3,0,Partial College,Professional,1,2,54
40000,M,F,3,0,Partial College,Professional,1,2,50
40000,S,M,3,0,Partial College,Professional,0,2,56
40000,M,F,3,0,Partial College,Professional,0,2,55
40000,S,F,4,0,Partial College,Professional,1,2,45
40000,S,F,4,0,Partial College,Professional,1,2,55
40000,M,F,4,0,Partial College,Professional,1,2,46
40000,S,F,4,0,Partial College,Professional,1,2,56
30000,M,F,4,0,High School,Professional,1,2,52
30000,M,M,4,0,High School,Professional,1,2,58
30000,S,M,4,0,High School,Professional,1,2,52
60000,M,F,4,4,Bachelors,Professional,1,2,43
60000,M,M,4,4,Bachelors,Professional,1,3,37
60000,M,M,3,2,Bachelors,Professional,1,2,43
70000,S,F,0,0,Bachelors,Professional,0,1,43
70000,S,M,0,0,Bachelors,Professional,1,1,43
90000,M,F,3,3,Bachelors,Professional,1,0,29
90000,M,F,3,3,Bachelors,Professional,1,0,40
90000,M,F,3,3,Bachelors,Professional,1,0,40
90000,M,M,4,4,Bachelors,Professional,1,0,40
70000,M,F,1,0,Partial College,Skilled Manual,1,1,45
60000,S,M,1,0,Partial College,Skilled Manual,1,1,40
100000,S,F,0,0,Graduate Degree,Management,0,1,40
110000,S,M,0,0,Graduate Degree,Management,1,3,29
60000,M,M,1,0,Partial College,Skilled Manual,1,1,46
90000,M,F,1,0,Bachelors,Professional,1,1,47
40000,S,F,2,0,Bachelors,Professional,1,1,74
70000,M,M,0,0,Bachelors,Professional,0,1,41
80000,M,F,5,5,Bachelors,Professional,1,4,42
80000,M,M,5,5,Bachelors,Professional,1,4,42
80000,M,M,5,5,Bachelors,Professional,1,4,42
70000,S,F,0,0,Bachelors,Professional,0,1,43
70000,S,F,0,0,Bachelors,Professional,0,1,37
90000,M,M,1,0,Bachelors,Professional,1,1,48
70000,S,F,0,0,Bachelors,Professional,0,2,38
60000,M,F,1,0,Partial College,Skilled Manual,1,1,45
60000,M,M,1,0,Partial College,Skilled Manual,1,1,44
70000,M,M,5,4,Bachelors,Professional,1,2,39
70000,M,F,5,4,Partial College,Skilled Manual,1,2,45
70000,M,M,5,4,Partial College,Skilled Manual,1,3,46
70000,M,F,1,0,Partial College,Skilled Manual,1,1,49
70000,S,F,1,0,Partial College,Skilled Manual,1,1,49
70000,M,M,1,0,Partial College,Skilled Manual,1,1,49
60000,M,M,3,2,Partial College,Skilled Manual,1,2,41
60000,M,F,3,2,Partial College,Skilled Manual,1,2,46
70000,M,F,5,4,Partial College,Skilled Manual,1,3,47
70000,M,F,5,4,Partial College,Skilled Manual,0,3,41
70000,M,F,1,0,Partial College,Skilled Manual,1,1,50
80000,M,M,1,0,Partial College,Skilled Manual,0,1,51
40000,S,F,2,0,Bachelors,Management,0,1,48
30000,S,M,0,0,High School,Skilled Manual,1,2,30
30000,M,F,0,0,High School,Skilled Manual,1,2,31
30000,S,M,0,0,High School,Skilled Manual,0,2,31
40000,M,M,0,0,High School,Skilled Manual,1,1,31
40000,S,F,0,0,High School,Skilled Manual,0,2,31
40000,M,F,0,0,High School,Skilled Manual,1,2,30
30000,S,M,0,0,High School,Skilled Manual,0,2,27
30000,M,M,0,0,High School,Skilled Manual,1,2,26
30000,S,M,0,0,High School,Skilled Manual,1,2,26
30000,M,F,0,0,High School,Skilled Manual,0,2,26
40000,M,F,0,0,High School,Skilled Manual,1,2,27
10000,S,F,5,0,High School,Skilled Manual,0,2,61
30000,S,M,0,0,Partial High School,Clerical,0,2,29
40000,M,M,0,0,High School,Skilled Manual,1,2,29
30000,S,F,2,0,Partial College,Clerical,0,2,69
30000,S,M,0,0,Partial High School,Clerical,0,2,30
30000,S,M,0,0,Partial High School,Clerical,0,2,30
40000,S,F,0,0,High School,Skilled Manual,1,2,30
30000,S,F,2,0,Partial College,Clerical,0,2,62
40000,S,M,2,0,Bachelors,Management,1,2,67
40000,M,M,2,0,Bachelors,Management,1,2,66
40000,M,M,2,0,Bachelors,Management,0,2,67
40000,S,M,2,0,Bachelors,Management,0,2,65
40000,M,M,2,0,Bachelors,Management,0,2,64
40000,M,M,2,0,Bachelors,Management,1,2,63
40000,S,M,0,0,Partial College,Skilled Manual,0,1,31
40000,S,M,0,0,Partial College,Skilled Manual,1,1,30
40000,S,F,0,0,Partial College,Skilled Manual,1,1,31
40000,S,M,0,0,High School,Skilled Manual,1,2,32
40000,S,M,0,0,Partial College,Skilled Manual,0,1,32
50000,S,F,0,0,Partial College,Skilled Manual,0,1,33
50000,S,M,0,0,Partial College,Skilled Manual,0,1,32
70000,S,M,0,0,Partial College,Skilled Manual,1,2,34
80000,S,M,0,0,Bachelors,Management,1,1,33
80000,M,F,0,0,Bachelors,Management,0,1,38
120000,S,F,0,0,Bachelors,Management,1,3,39
130000,M,F,5,5,Partial High School,Management,1,4,36
130000,M,M,2,4,Partial College,Professional,1,2,48
130000,M,M,2,4,Partial College,Professional,1,2,48
150000,S,M,1,3,Partial College,Professional,0,3,49
160000,S,F,2,3,Partial College,Professional,0,4,48
20000,S,F,0,0,Partial High School,Manual,0,2,26
20000,S,M,0,0,Partial High School,Manual,0,2,26
20000,S,F,0,0,Partial High School,Manual,1,2,26
30000,S,F,0,0,Partial College,Clerical,0,1,28
30000,S,M,0,0,High School,Manual,0,1,29
40000,M,F,1,1,Bachelors,Skilled Manual,1,0,32
40000,M,M,1,1,Bachelors,Skilled Manual,0,0,32
10000,M,F,0,0,Partial High School,Manual,1,2,29
10000,M,M,0,0,Partial High School,Manual,1,2,29
20000,S,M,0,0,Partial High School,Manual,0,2,34
40000,M,F,1,1,Bachelors,Skilled Manual,1,1,33
40000,M,M,1,1,Bachelors,Skilled Manual,1,1,34
30000,S,F,0,0,High School,Manual,0,1,34
30000,S,F,0,0,High School,Manual,0,1,34
30000,S,M,0,0,High School,Manual,0,1,34
30000,S,M,0,0,High School,Manual,0,1,29
30000,S,M,0,0,High School,Manual,0,1,29
40000,M,F,2,2,Partial College,Clerical,1,0,34
40000,S,M,2,2,Partial College,Clerical,1,0,35
40000,M,F,2,2,Partial College,Clerical,1,0,34
30000,S,F,0,0,High School,Manual,0,1,36
30000,S,F,0,0,High School,Manual,1,1,35
40000,M,M,2,2,Partial College,Clerical,1,1,30
40000,M,M,0,0,Graduate Degree,Skilled Manual,1,0,31
40000,M,F,0,0,Graduate Degree,Skilled Manual,1,0,37
40000,S,M,3,3,Partial College,Clerical,1,0,31
40000,S,F,3,3,Partial College,Clerical,1,1,31
40000,M,F,3,3,Partial College,Clerical,1,1,26
40000,M,F,3,3,Partial College,Clerical,1,1,33
40000,S,F,3,3,Partial College,Clerical,1,1,32
40000,M,F,3,3,Partial College,Clerical,1,1,32
50000,S,F,0,0,Graduate Degree,Skilled Manual,0,0,33
50000,M,M,0,0,Graduate Degree,Skilled Manual,1,0,33
40000,M,F,4,4,Partial College,Clerical,1,1,32
80000,S,M,0,0,Graduate Degree,Skilled Manual,0,0,40
80000,M,M,0,0,Graduate Degree,Skilled Manual,0,0,40
80000,M,M,0,0,Graduate Degree,Skilled Manual,1,0,40
80000,S,F,0,0,Graduate Degree,Skilled Manual,0,0,40
80000,M,F,0,0,Graduate Degree,Skilled Manual,1,0,35
20000,M,M,3,0,Partial High School,Clerical,0,2,53
30000,M,M,1,0,High School,Clerical,1,1,52
30000,S,M,1,0,High School,Clerical,0,1,47
30000,S,M,1,0,High School,Clerical,0,1,53
40000,M,F,1,0,Partial College,Clerical,1,1,52
20000,S,M,3,0,Partial High School,Clerical,0,2,51
20000,S,M,3,0,Partial High School,Clerical,0,2,46
20000,S,M,3,0,Partial High School,Clerical,0,2,46
20000,S,M,3,0,Partial High School,Clerical,0,2,51
20000,S,M,3,0,Partial High School,Clerical,0,2,52
20000,S,F,3,0,Partial High School,Clerical,1,2,46
30000,S,M,1,0,High School,Clerical,0,1,46
30000,S,M,1,0,High School,Clerical,1,2,41
20000,S,F,3,0,Partial High School,Clerical,1,2,51
20000,S,F,3,0,Partial High School,Clerical,0,2,45
20000,S,F,3,0,Partial High School,Clerical,1,2,51
20000,S,M,3,0,Partial High School,Clerical,1,2,50
20000,S,F,3,0,Partial High School,Clerical,0,2,50
30000,M,M,2,0,High School,Skilled Manual,0,2,50
30000,M,M,2,0,High School,Skilled Manual,0,2,51
20000,M,M,2,1,Partial High School,Clerical,1,2,49
20000,M,F,2,1,Partial High School,Clerical,1,2,49
20000,S,F,2,1,Partial High School,Clerical,1,2,50
20000,M,F,2,1,Partial High School,Clerical,1,2,49
20000,M,F,2,1,Partial High School,Clerical,1,2,44
20000,M,F,2,1,Partial High School,Clerical,1,2,39
30000,M,F,2,0,High School,Skilled Manual,0,2,50
40000,M,M,1,0,Partial College,Clerical,0,1,48
40000,M,F,1,0,Partial College,Clerical,1,1,49
40000,S,F,2,0,Partial College,Clerical,1,1,48
40000,S,M,2,0,Partial College,Clerical,0,1,37
40000,S,F,2,0,Partial College,Clerical,1,1,42
40000,S,M,2,0,Partial College,Clerical,0,1,48
40000,S,M,2,0,Partial College,Clerical,1,1,48
50000,S,M,0,0,Graduate Degree,Skilled Manual,0,0,35
50000,S,M,0,0,Graduate Degree,Skilled Manual,1,0,29
50000,S,M,0,0,Graduate Degree,Skilled Manual,0,0,35
50000,S,F,0,0,Graduate Degree,Skilled Manual,1,0,34
50000,S,M,0,0,Graduate Degree,Skilled Manual,1,0,34
50000,S,M,0,0,Graduate Degree,Skilled Manual,0,0,35
40000,M,F,1,0,Graduate Degree,Skilled Manual,1,0,34
40000,M,M,1,0,Graduate Degree,Skilled Manual,1,0,28
60000,S,M,1,0,Graduate Degree,Skilled Manual,1,0,34
70000,S,M,1,0,Graduate Degree,Skilled Manual,1,0,35
70000,M,F,1,1,Graduate Degree,Skilled Manual,1,0,35
70000,M,M,1,1,Graduate Degree,Skilled Manual,1,0,35
50000,M,M,1,1,Graduate Degree,Skilled Manual,0,0,35
50000,M,F,1,1,Bachelors,Skilled Manual,1,0,35
50000,M,F,1,1,Bachelors,Skilled Manual,1,0,35
50000,M,M,1,1,Bachelors,Skilled Manual,1,0,29
50000,M,F,1,1,Bachelors,Skilled Manual,1,0,29
60000,S,M,1,0,Graduate Degree,Skilled Manual,0,0,29
60000,S,F,1,0,Graduate Degree,Skilled Manual,1,0,35
70000,S,M,1,0,Graduate Degree,Professional,0,0,35
40000,M,M,1,1,Bachelors,Skilled Manual,1,1,36
40000,M,M,1,1,Bachelors,Skilled Manual,1,1,31
60000,M,F,1,0,Graduate Degree,Professional,1,0,37
60000,S,F,2,2,Bachelors,Skilled Manual,0,0,32
60000,S,M,2,2,Bachelors,Skilled Manual,0,0,32
60000,M,M,2,2,Bachelors,Skilled Manual,1,0,37
60000,S,F,2,2,Bachelors,Skilled Manual,0,0,32
60000,S,M,2,2,Bachelors,Skilled Manual,0,0,32
60000,S,F,1,0,Graduate Degree,Professional,0,0,37
60000,S,F,1,0,Graduate Degree,Professional,1,0,35
60000,M,F,1,0,Graduate Degree,Professional,1,0,36
70000,M,M,3,0,Graduate Degree,Professional,1,0,30
30000,S,M,2,0,High School,Skilled Manual,1,2,89
60000,S,F,1,0,Graduate Degree,Professional,0,0,32
60000,S,F,1,0,Graduate Degree,Professional,1,0,37
60000,M,F,1,0,Graduate Degree,Professional,1,0,38
40000,M,M,4,4,High School,Skilled Manual,1,3,33
70000,S,M,2,2,Bachelors,Skilled Manual,0,0,38
70000,M,F,2,2,Bachelors,Skilled Manual,1,1,39
70000,M,M,2,2,Bachelors,Skilled Manual,1,1,33
40000,S,M,0,0,Bachelors,Professional,0,1,34
60000,M,M,2,0,Graduate Degree,Professional,1,0,36
70000,S,F,3,0,Graduate Degree,Professional,0,0,36
70000,M,M,3,0,Graduate Degree,Professional,1,0,31
70000,M,M,4,0,Graduate Degree,Professional,1,0,31
70000,M,M,4,0,Graduate Degree,Professional,1,0,37
80000,S,M,2,0,Graduate Degree,Professional,0,0,37
50000,M,F,2,2,Bachelors,Skilled Manual,1,1,34
50000,S,M,2,2,Bachelors,Skilled Manual,0,1,40
50000,M,F,2,2,Bachelors,Skilled Manual,1,1,39
80000,M,M,3,3,Bachelors,Skilled Manual,0,0,35
80000,M,F,3,3,Bachelors,Skilled Manual,1,0,41
80000,S,M,3,3,Bachelors,Skilled Manual,1,0,41
80000,M,F,3,3,Bachelors,Skilled Manual,1,1,41
60000,M,M,0,0,Graduate Degree,Professional,1,0,40
60000,M,F,0,0,Graduate Degree,Professional,1,0,35
70000,M,F,4,0,Graduate Degree,Professional,1,0,41
70000,S,F,4,0,Graduate Degree,Professional,1,0,40
70000,M,F,5,5,Graduate Degree,Professional,1,2,32
70000,M,F,5,5,Graduate Degree,Professional,1,2,38
80000,S,M,3,0,Graduate Degree,Professional,0,0,32
40000,S,F,0,0,Bachelors,Professional,0,1,36
50000,S,F,3,3,Bachelors,Skilled Manual,1,2,42
50000,M,M,3,3,Bachelors,Skilled Manual,0,2,41
50000,M,M,3,3,Bachelors,Skilled Manual,1,3,41
50000,M,M,3,3,Bachelors,Skilled Manual,1,3,41
50000,M,M,4,4,Bachelors,Skilled Manual,1,1,42
60000,S,M,0,0,Graduate Degree,Professional,0,0,36
60000,M,F,0,0,Graduate Degree,Professional,1,1,41
60000,S,F,0,0,Graduate Degree,Professional,0,1,42
40000,S,F,0,0,Graduate Degree,Clerical,0,0,38
40000,S,F,0,0,Graduate Degree,Clerical,0,0,38
40000,S,M,0,0,Graduate Degree,Clerical,0,0,39
20000,M,M,2,0,High School,Manual,0,1,81
10000,M,M,3,3,High School,Manual,1,1,40
10000,S,M,3,3,Partial High School,Manual,1,1,39
20000,S,M,2,0,High School,Manual,0,1,80
30000,M,M,1,1,Bachelors,Clerical,1,0,39
30000,M,M,1,1,Bachelors,Clerical,0,1,34
10000,M,F,4,4,Partial High School,Manual,1,2,41
20000,M,F,1,1,High School,Manual,1,1,41
40000,M,M,0,0,Bachelors,Clerical,1,0,40
10000,S,F,4,0,High School,Manual,0,2,79
30000,M,M,1,1,Bachelors,Skilled Manual,1,2,35
30000,M,M,1,1,Bachelors,Skilled Manual,1,2,40
30000,M,M,1,1,Bachelors,Skilled Manual,1,2,41
10000,S,M,4,3,Partial High School,Manual,1,2,41
20000,M,F,2,2,High School,Manual,1,0,41
20000,M,F,2,2,High School,Manual,1,2,30
30000,M,F,1,1,Bachelors,Skilled Manual,1,2,36
10000,M,F,3,2,Partial High School,Manual,1,1,43
70000,M,F,0,0,Partial College,Skilled Manual,1,2,35
130000,S,M,0,5,Partial High School,Management,0,4,30
130000,S,M,0,5,Partial High School,Management,1,4,36
70000,M,M,4,3,Partial College,Professional,1,1,54
70000,S,F,4,3,Partial College,Professional,1,1,54
130000,M,M,2,3,Bachelors,Management,1,4,49
130000,S,F,2,4,Partial College,Professional,0,2,49
100000,M,M,2,3,Partial College,Professional,1,3,50
130000,M,M,2,4,Partial College,Professional,1,2,44
130000,S,M,2,4,Partial College,Professional,0,2,38
110000,S,M,2,4,Partial College,Professional,1,4,51
110000,M,M,2,4,Partial College,Professional,1,4,50
120000,S,M,3,4,High School,Professional,0,4,51
160000,S,F,2,4,High School,Professional,0,2,51
170000,S,M,3,3,Partial College,Professional,0,4,50
90000,M,M,2,1,High School,Professional,1,2,51
100000,M,F,2,3,High School,Professional,0,4,46
150000,M,M,3,4,High School,Professional,1,3,52
70000,S,F,5,1,High School,Professional,1,2,57
100000,S,F,2,3,Graduate Degree,Management,0,4,63
110000,S,M,3,4,Bachelors,Management,0,4,57
70000,M,F,5,1,High School,Professional,1,2,61
90000,S,F,5,0,Partial College,Professional,1,2,62
100000,M,M,2,3,Bachelors,Management,0,4,62
130000,S,M,4,4,Partial College,Professional,0,4,61
170000,M,M,4,4,Bachelors,Management,1,3,62
120000,M,M,4,4,Bachelors,Management,1,4,61
80000,M,F,4,2,Partial College,Professional,1,2,54
130000,M,F,3,4,High School,Professional,1,4,52
100000,S,F,3,4,Bachelors,Management,0,3,53
110000,M,M,2,5,Partial College,Professional,0,2,48
170000,M,F,0,5,Bachelors,Management,1,3,53
80000,M,F,4,1,Partial College,Professional,1,2,49
80000,M,F,4,1,Partial College,Professional,1,2,55
120000,S,F,4,5,Partial College,Professional,1,3,49
130000,S,F,4,5,High School,Professional,0,3,56
130000,S,F,4,5,High School,Professional,0,3,55
90000,S,M,4,1,High School,Management,1,3,51
110000,S,M,4,5,High School,Management,1,2,56
80000,M,F,5,1,High School,Management,0,3,52
80000,M,F,5,1,High School,Management,1,3,57
120000,M,M,4,5,High School,Management,1,3,52
90000,M,F,4,1,Partial High School,Skilled Manual,1,4,59
130000,M,F,4,5,High School,Management,1,4,58
130000,S,M,5,5,High School,Management,0,4,58
90000,S,M,5,0,Partial High School,Skilled Manual,0,2,54
100000,M,M,3,4,High School,Management,0,4,60
110000,S,M,4,5,Partial High School,Professional,0,3,59
60000,S,F,0,0,Bachelors,Professional,0,3,32
70000,S,M,0,0,Bachelors,Professional,1,2,31
70000,S,M,0,0,Bachelors,Professional,1,2,31
60000,S,F,0,0,Bachelors,Professional,0,4,31
70000,S,F,0,0,Bachelors,Professional,0,3,30
70000,S,F,0,0,Bachelors,Professional,1,3,31
70000,S,F,0,0,Bachelors,Professional,0,3,30
70000,M,M,0,0,Bachelors,Professional,1,3,30
80000,S,M,0,0,Bachelors,Professional,0,2,30
70000,S,F,0,0,Bachelors,Professional,0,3,31
60000,S,M,0,0,Bachelors,Professional,1,4,32
80000,M,F,0,0,Bachelors,Professional,1,3,31
90000,M,M,0,0,Bachelors,Professional,1,2,31
90000,S,F,0,0,Bachelors,Professional,1,3,32
90000,M,F,0,0,Bachelors,Professional,0,3,28
110000,S,F,0,5,Partial College,Management,1,3,33
110000,S,F,0,5,Partial College,Management,1,3,34
130000,M,F,4,5,High School,Management,1,4,34
100000,S,M,0,5,High School,Management,1,3,35
100000,S,M,0,5,High School,Management,0,3,29
80000,M,M,0,0,Bachelors,Professional,1,4,36
120000,S,F,0,5,Partial High School,Professional,0,4,35
100000,M,F,0,5,High School,Management,1,3,35
100000,S,F,0,5,Partial High School,Professional,1,4,36
110000,S,M,0,5,High School,Management,0,4,36
130000,S,M,5,5,High School,Management,1,4,37
110000,S,M,0,5,High School,Management,0,4,36
30000,M,F,4,0,High School,Professional,1,2,58
30000,M,M,4,0,High School,Professional,1,2,53
30000,S,F,4,0,High School,Professional,1,2,54
40000,M,F,4,0,High School,Professional,1,2,64
50000,S,M,3,0,Graduate Degree,Management,1,2,70
50000,S,M,3,0,Graduate Degree,Management,1,2,70
50000,M,M,3,0,Graduate Degree,Management,1,2,64
60000,M,M,3,0,Graduate Degree,Management,1,2,68
60000,S,M,3,0,Graduate Degree,Management,1,2,68
60000,S,F,3,0,Graduate Degree,Management,1,2,67
60000,M,M,3,0,Graduate Degree,Management,1,2,68
60000,S,F,3,0,Graduate Degree,Management,1,2,67
60000,M,F,3,0,Bachelors,Management,1,2,67
60000,S,F,3,0,Bachelors,Management,0,2,66
60000,S,F,3,0,Bachelors,Management,0,2,61
60000,S,F,3,0,Bachelors,Management,0,2,66
40000,S,F,4,0,High School,Professional,0,2,65
50000,S,F,3,0,Bachelors,Management,1,2,60
50000,S,M,3,0,Bachelors,Management,0,2,66
50000,S,F,3,0,Bachelors,Management,0,2,65
50000,M,F,3,0,Bachelors,Management,1,2,66
50000,S,F,3,0,Bachelors,Management,0,2,65
50000,M,M,4,0,Bachelors,Management,1,2,65
50000,M,M,4,0,Bachelors,Management,1,2,59
50000,S,M,4,0,Bachelors,Management,1,2,65
50000,S,F,4,0,Bachelors,Management,0,2,65
60000,S,F,4,0,Bachelors,Management,0,2,64
30000,S,F,4,0,High School,Professional,0,2,62
30000,M,M,5,0,Partial High School,Clerical,0,2,62
40000,S,M,4,0,High School,Professional,1,2,54
40000,S,F,4,0,High School,Professional,1,2,59
40000,S,F,4,0,High School,Professional,0,2,60
20000,S,F,5,0,Partial High School,Clerical,0,3,56
30000,M,M,5,0,Partial High School,Skilled Manual,1,3,61
30000,M,F,5,0,Partial High School,Skilled Manual,1,3,62
30000,S,F,5,0,Partial High School,Skilled Manual,0,3,62
40000,S,M,5,0,High School,Professional,0,3,61
40000,M,M,5,0,High School,Professional,1,4,61
40000,M,F,5,0,High School,Professional,0,4,55
70000,S,M,5,0,Bachelors,Management,1,3,61
40000,M,F,2,1,High School,Professional,1,2,59
70000,S,M,2,1,Bachelors,Management,1,1,60
70000,S,M,2,1,Bachelors,Management,0,1,49
70000,S,F,2,1,Bachelors,Management,0,1,59
70000,M,M,2,1,Bachelors,Management,1,1,60
70000,M,M,2,1,Bachelors,Management,1,1,59
70000,M,M,2,1,Partial College,Professional,1,1,54
40000,S,F,2,1,High School,Professional,1,2,58
40000,M,F,2,1,High School,Professional,1,2,58
60000,M,F,2,1,Partial College,Professional,1,1,58
60000,M,M,2,1,Partial College,Professional,1,1,58
60000,M,F,2,1,Partial College,Professional,1,2,59
60000,M,M,2,1,Partial College,Professional,1,2,53
60000,S,F,2,1,Partial College,Professional,1,2,59
60000,S,F,2,1,Partial College,Professional,1,2,59
40000,M,M,2,1,Partial High School,Skilled Manual,1,2,52
40000,M,F,2,1,Partial High School,Skilled Manual,1,2,57
40000,M,F,2,1,Partial High School,Skilled Manual,1,2,52
60000,S,F,2,1,Partial College,Professional,1,2,57
60000,M,F,2,1,Partial College,Professional,1,2,52
60000,M,M,2,1,Partial College,Professional,1,2,57
60000,S,M,2,1,Partial College,Professional,0,2,58
60000,S,M,2,1,Partial College,Professional,1,0,58
70000,M,M,5,1,Partial College,Professional,1,2,57
40000,M,F,2,1,Partial High School,Skilled Manual,0,2,51
60000,S,F,2,1,Partial College,Professional,0,2,57
70000,M,M,4,2,Partial College,Professional,0,1,57
70000,M,F,4,2,Partial College,Professional,1,1,51
70000,M,F,4,2,Partial College,Professional,1,1,56
70000,M,F,4,2,Partial College,Professional,1,1,57
70000,S,M,4,2,Partial College,Professional,1,1,57
80000,M,F,3,1,Bachelors,Management,1,1,57
60000,S,F,2,1,High School,Professional,0,2,55
60000,M,M,2,1,High School,Professional,0,2,56
60000,M,M,2,1,Partial College,Professional,1,1,50
60000,S,F,2,1,Partial College,Professional,1,2,50
60000,M,M,2,1,Partial College,Professional,1,2,56
70000,S,M,2,1,High School,Professional,1,2,49
70000,M,M,2,1,High School,Professional,1,2,54
70000,M,M,2,1,Partial High School,Skilled Manual,1,2,49
60000,S,M,3,1,High School,Professional,1,2,54
70000,S,F,5,0,Graduate Degree,Professional,1,0,37
70000,M,F,5,0,Graduate Degree,Professional,0,0,38
70000,M,M,5,5,Graduate Degree,Professional,1,2,38
80000,S,F,0,0,Bachelors,Management,0,1,38
80000,M,M,0,0,Bachelors,Management,0,1,38
90000,S,M,4,4,Bachelors,Management,1,1,33
90000,M,F,4,4,Bachelors,Management,1,1,33
100000,S,F,0,0,Bachelors,Management,1,2,34
100000,S,M,1,0,Bachelors,Management,1,2,40
110000,M,M,2,1,Graduate Degree,Management,1,3,33
130000,S,F,1,0,Graduate Degree,Management,0,2,39
170000,S,F,1,0,Graduate Degree,Management,0,1,33
40000,M,F,0,0,Partial College,Skilled Manual,1,1,28
40000,M,M,0,0,Bachelors,Professional,0,2,29
10000,S,F,2,1,High School,Skilled Manual,0,2,60
30000,M,F,0,0,Partial College,Skilled Manual,1,1,29
60000,M,F,0,0,Partial College,Skilled Manual,0,2,29
60000,M,M,0,0,Partial College,Skilled Manual,1,2,29
30000,S,F,2,0,Partial College,Clerical,0,2,61
20000,S,M,4,0,High School,Skilled Manual,0,2,60
20000,S,M,2,1,Partial High School,Clerical,1,2,53
40000,S,M,0,0,Bachelors,Professional,0,2,29
40000,S,M,0,0,Partial College,Skilled Manual,1,1,29
40000,M,F,0,0,Partial College,Skilled Manual,1,1,30
40000,S,F,0,0,Partial College,Skilled Manual,1,2,30
60000,S,M,0,0,Partial College,Skilled Manual,0,2,30
70000,S,M,0,0,Partial College,Skilled Manual,0,2,30
60000,M,M,0,0,Partial College,Skilled Manual,0,2,31
60000,S,F,0,0,Partial College,Skilled Manual,1,2,30
10000,M,F,2,1,Partial High School,Clerical,0,2,57
10000,S,M,2,1,Partial High School,Clerical,1,2,58
20000,M,F,2,1,Partial High School,Clerical,1,2,50
20000,M,F,2,1,Partial High School,Clerical,1,2,50
40000,M,M,2,0,Partial College,Skilled Manual,1,2,54
40000,M,M,2,0,Partial College,Skilled Manual,1,2,54
40000,S,M,3,0,Partial High School,Clerical,0,2,52
40000,S,M,3,0,Partial High School,Clerical,0,2,53
40000,S,F,3,0,Partial High School,Clerical,0,2,47
80000,S,F,2,0,Partial College,Skilled Manual,0,2,46
80000,S,F,2,0,Partial College,Skilled Manual,1,2,46
80000,M,F,2,0,Partial College,Skilled Manual,1,2,51
80000,M,M,2,0,Partial College,Skilled Manual,1,2,52
80000,S,F,2,0,Partial College,Skilled Manual,0,2,52
40000,S,F,0,0,Partial College,Skilled Manual,0,2,31
40000,M,F,0,0,High School,Skilled Manual,1,2,32
40000,M,M,0,0,High School,Skilled Manual,1,2,31
40000,S,F,0,0,High School,Skilled Manual,0,2,31
60000,M,F,0,0,Partial College,Skilled Manual,1,2,32
60000,M,F,0,0,Partial College,Skilled Manual,1,2,32
60000,S,M,0,0,Partial College,Skilled Manual,1,2,31
50000,S,M,0,0,High School,Skilled Manual,0,2,33
50000,M,F,0,0,High School,Skilled Manual,1,2,32
60000,M,F,0,0,Partial College,Skilled Manual,1,2,33
60000,M,M,0,0,Partial College,Skilled Manual,1,2,34
60000,S,M,0,0,Partial College,Professional,0,2,30
60000,M,M,0,0,Partial College,Professional,0,2,31
80000,S,M,2,0,High School,Skilled Manual,1,2,50
60000,M,F,0,0,Partial College,Professional,1,2,30
70000,S,M,2,0,High School,Skilled Manual,0,2,50
70000,M,M,2,0,High School,Skilled Manual,1,2,49
70000,S,F,2,0,High School,Professional,1,2,38
100000,M,M,1,1,Bachelors,Management,1,1,48
100000,S,F,1,1,Bachelors,Management,1,2,43
100000,S,F,1,1,Bachelors,Management,1,3,37
